Record ID,Seed Size (mm),Seed Weight (g),Germination Rate (%),Seed Purity (%),Seed Viability (%),Seed Coat Thickness (mm),Soil pH,Organic Matter (%),Temperature (°C),Rainfall (mm),Humidity (%),Fertilizer Amount (kg/ha),Irrigation (mm),Planting Density (plants/ha),Planting Depth (cm),Crop Yield (kg/ha),Field Size (ha),Harvest Date,Fertilizer Type_Urea,Pest Incidence_Low,Pest Incidence_Moderate,Disease Incidence_Low,Disease Incidence_Moderate,Crop Variety_Variety B,Crop Variety_Variety C
146,4.7,0.24,85.51,94.76,95.43,0.27,7.0,2.9,27.2,122.0,77.4,78.0,56.0,937.0,3.3,3276.0,3.8,2024-08-09,False,False,False,True,False,False,False
147,5.44,0.21,91.01,99.81,94.83,0.34,6.6,2.4,22.9,102.2,75.2,93.0,50.0,1048.0,3.1,3866.0,4.0,2024-09-30,True,False,False,True,False,False,True
148,4.91,0.28,94.94,95.74,99.56,0.27,6.1,2.9,24.4,140.8,77.9,74.0,58.0,1034.0,3.0,3627.0,3.9,2024-09-19,False,False,True,False,False,True,False
149,4.52,0.25,93.94,97.23,96.93,0.26,6.3,2.4,28.0,106.7,64.2,127.0,40.0,1199.0,3.2,3828.0,2.9,2024-09-17,True,True,False,False,False,False,True
150,4.51,0.27,95.84,97.4,91.43,0.33,6.8,2.7,27.7,140.8,72.3,75.0,50.0,923.0,2.9,3407.0,2.6,2024-09-07,False,True,False,False,True,False,False
151,4.85,0.21,95.51,99.48,90.72,0.35,6.5,2.3,20.8,120.0,75.9,112.0,41.0,922.0,2.9,3295.0,2.8,2024-09-28,False,False,True,False,False,False,True
152,4.78,0.28,97.08,94.05,99.06,0.28,6.5,2.2,26.4,148.7,72.1,91.0,53.0,937.0,3.4,3503.0,3.2,2024-08-05,True,False,True,False,False,False,False
153,5.09,0.26,85.93,96.83,92.42,0.32,6.8,2.8,25.5,121.2,62.9,117.0,45.0,1049.0,2.8,3134.0,3.4,2024-09-24,False,True,False,False,False,True,False
154,4.55,0.27,89.13,90.0,95.11,0.25,6.3,2.7,20.6,140.4,60.1,85.0,55.0,995.0,2.6,3360.0,2.9,2024-09-04,False,False,False,True,False,True,False
155,5.34,0.23,95.26,98.92,94.34,0.34,6.4,3.0,20.9,131.2,69.9,93.0,53.0,1111.0,2.5,3167.0,3.6,2024-09-02,True,False,False,False,True,False,False
156,5.17,0.3,94.89,99.51,97.03,0.28,6.1,2.8,26.4,92.9,67.2,127.0,50.0,1030.0,3.0,3209.0,3.1,2024-08-07,True,True,False,False,True,True,False
157,4.87,0.21,94.98,94.17,98.22,0.34,6.2,2.7,24.7,142.8,64.3,111.0,52.0,989.0,2.6,3652.0,3.6,2024-09-15,True,False,True,False,False,True,False
158,4.82,0.26,90.14,97.13,91.99,0.34,6.3,2.4,20.6,96.7,70.3,86.0,57.0,904.0,2.9,3337.0,2.5,2024-09-03,False,False,True,True,False,False,True
159,4.62,0.24,91.41,94.04,95.31,0.31,6.0,2.5,29.6,121.1,73.6,89.0,55.0,1132.0,3.0,3976.0,2.7,2024-08-30,True,False,False,False,False,True,False
160,4.52,0.28,95.49,91.2,92.66,0.25,6.3,2.8,25.2,110.9,67.4,70.0,46.0,1094.0,3.5,3847.0,2.5,2024-08-21,True,False,False,False,False,True,False
161,5.4,0.28,95.14,94.58,93.98,0.28,6.1,2.2,22.5,119.0,74.9,98.0,41.0,1187.0,3.4,3785.0,4.0,2024-08-16,False,True,False,False,True,True,False
162,5.04,0.3,85.98,93.66,92.25,0.27,6.1,2.6,27.8,124.7,62.9,119.0,53.0,1016.0,3.2,3260.0,3.0,2024-08-25,True,False,False,False,False,False,True
163,5.42,0.23,91.11,98.9,97.08,0.26,6.1,2.0,26.3,116.9,62.7,127.0,51.0,973.0,3.0,3680.0,2.6,2024-08-12,True,True,False,False,True,True,False
164,4.77,0.28,90.98,95.47,94.33,0.25,6.2,2.4,22.1,93.0,76.9,129.0,56.0,1156.0,2.7,3961.0,2.8,2024-08-22,True,True,False,False,True,True,False
165,5.45,0.3,94.25,99.81,95.7,0.28,6.4,2.6,20.7,127.3,79.6,81.0,56.0,1172.0,3.4,3960.0,3.3,2024-09-05,True,False,False,False,False,True,False
166,5.48,0.28,87.1,94.77,97.18,0.27,6.6,2.7,21.6,123.9,75.4,100.0,40.0,903.0,2.9,3926.0,2.8,2024-08-16,False,False,False,True,False,False,False
167,5.13,0.22,89.18,98.48,97.29,0.26,6.4,2.0,24.8,129.7,62.4,87.0,48.0,1176.0,3.5,3045.0,3.6,2024-09-14,True,False,True,False,False,False,False
168,4.87,0.24,94.81,99.18,99.51,0.31,6.4,2.8,22.5,123.8,67.2,109.0,45.0,957.0,3.4,3102.0,3.3,2024-08-29,True,False,False,False,False,True,False
169,4.72,0.2,85.47,91.75,98.67,0.28,7.0,2.6,24.4,124.8,70.3,116.0,46.0,1006.0,3.4,3946.0,3.8,2024-08-26,False,True,False,False,True,False,False
170,4.92,0.28,91.19,94.98,92.05,0.31,6.2,2.3,28.6,102.4,61.4,74.0,59.0,1052.0,2.9,3811.0,3.8,2024-08-24,False,False,True,False,False,False,True
171,4.83,0.27,95.02,96.55,91.52,0.34,6.5,2.3,24.3,92.3,62.6,116.0,40.0,1025.0,3.0,3055.0,4.0,2024-08-28,True,False,False,False,False,True,False
172,4.73,0.23,88.95,92.3,90.01,0.32,7.0,2.2,26.6,134.5,77.0,95.0,46.0,998.0,3.2,3817.0,2.8,2024-08-18,True,False,True,False,False,True,False
173,4.87,0.29,95.49,99.85,97.54,0.29,6.6,2.7,20.8,122.7,74.2,80.0,56.0,1075.0,3.5,3042.0,2.9,2024-09-16,True,False,True,True,False,False,False
174,5.1,0.23,94.29,97.59,91.03,0.3,6.5,2.4,29.3,139.7,73.9,113.0,49.0,1176.0,3.2,3729.0,3.8,2024-09-04,False,False,True,True,False,False,True
175,4.77,0.28,87.54,93.45,93.36,0.35,6.9,2.7,27.3,123.7,78.9,100.0,48.0,949.0,3.3,3734.0,3.1,2024-08-31,False,True,False,True,False,False,True
176,4.53,0.28,85.15,97.04,99.7,0.29,6.2,2.7,28.2,122.8,79.3,73.0,50.0,1116.0,3.4,3179.0,3.7,2024-09-08,True,False,False,False,False,False,True
177,5.05,0.24,86.71,98.65,91.57,0.28,6.3,2.9,26.7,137.8,65.0,107.0,51.0,1150.0,3.4,3012.0,3.5,2024-08-15,True,True,False,True,False,True,False
178,4.55,0.25,88.74,93.07,93.53,0.31,6.3,2.7,24.0,94.1,75.7,87.0,49.0,1106.0,2.8,3057.0,3.1,2024-09-15,True,True,False,False,True,False,False
179,5.44,0.26,93.73,96.32,91.99,0.29,6.8,2.1,22.8,106.6,68.6,129.0,41.0,1056.0,2.7,3971.0,2.7,2024-09-05,False,False,True,True,False,False,False
180,4.9,0.27,94.16,94.23,93.47,0.29,6.3,2.2,24.8,106.1,65.7,109.0,59.0,1081.0,2.6,3076.0,3.9,2024-09-25,True,False,False,True,False,False,True
181,4.8,0.21,92.79,96.24,96.49,0.28,6.0,3.0,22.5,130.6,74.1,107.0,46.0,981.0,3.1,3866.0,3.9,2024-08-19,True,True,False,True,False,False,True
182,4.61,0.22,97.28,97.37,98.83,0.27,6.6,2.7,26.8,114.5,60.3,105.0,45.0,1035.0,3.5,3399.0,3.8,2024-08-12,True,False,True,False,True,True,False
183,4.69,0.27,97.7,91.02,90.08,0.29,6.1,2.7,29.1,116.0,65.2,96.0,54.0,903.0,3.1,3613.0,3.5,2024-09-22,False,False,True,False,True,False,False
184,4.74,0.27,86.19,91.99,98.77,0.32,6.0,2.2,22.1,106.2,65.0,74.0,49.0,1120.0,3.1,3673.0,2.6,2024-09-06,False,False,True,False,True,False,False
185,5.45,0.28,95.47,98.23,99.33,0.3,6.2,2.6,27.4,134.3,70.4,74.0,47.0,1176.0,3.1,3538.0,2.9,2024-09-30,False,True,False,True,False,False,True
186,4.87,0.29,93.66,97.87,94.54,0.31,6.2,2.7,24.3,116.6,73.0,126.0,41.0,1147.0,2.8,3444.0,2.5,2024-09-05,True,True,False,True,False,False,False
187,4.8,0.25,85.73,94.91,99.27,0.26,6.8,2.4,26.6,105.6,63.2,80.0,41.0,956.0,3.2,3882.0,3.7,2024-08-15,True,False,False,False,False,False,True
188,5.19,0.21,88.76,93.1,92.5,0.3,6.5,2.4,23.5,139.7,75.8,88.0,58.0,1186.0,2.8,3354.0,3.3,2024-09-25,True,False,True,False,True,True,False
189,5.44,0.29,86.33,93.93,95.53,0.3,6.2,2.9,26.8,140.3,77.2,115.0,49.0,1083.0,2.7,3674.0,2.8,2024-08-04,True,False,True,False,False,False,True
190,5.19,0.22,86.53,91.65,90.02,0.32,6.7,2.5,21.6,95.0,60.4,80.0,58.0,972.0,2.9,3105.0,2.8,2024-08-17,False,True,False,False,False,False,False
191,5.02,0.26,88.19,90.58,93.91,0.27,6.2,3.0,26.2,123.4,68.3,96.0,51.0,1109.0,3.2,3172.0,3.3,2024-09-05,False,True,False,True,False,False,False
192,4.91,0.29,93.21,95.33,91.15,0.31,6.1,2.3,21.4,131.5,64.1,94.0,58.0,961.0,3.0,3419.0,2.5,2024-08-29,False,True,False,True,False,True,False
193,5.29,0.21,91.17,95.61,96.28,0.32,6.3,2.0,27.2,122.1,76.7,119.0,57.0,1046.0,2.8,3792.0,3.2,2024-08-19,True,False,True,True,False,False,False
194,4.68,0.29,96.47,94.66,90.76,0.29,6.8,2.9,22.0,94.0,77.5,93.0,51.0,1190.0,2.6,3648.0,2.6,2024-09-13,True,False,False,False,True,False,False
195,4.88,0.28,90.64,99.97,95.59,0.28,6.2,2.4,23.7,94.1,67.4,98.0,54.0,1097.0,3.2,3008.0,2.8,2024-09-12,False,False,True,False,False,False,True
196,5.16,0.25,85.07,98.04,97.73,0.3,6.1,2.8,25.8,136.9,75.0,118.0,50.0,942.0,3.2,3620.0,3.6,2024-08-15,False,False,True,True,False,False,True
197,4.67,0.22,96.58,97.5,99.08,0.33,6.6,2.7,28.9,124.7,72.6,79.0,49.0,1115.0,2.8,3202.0,3.0,2024-08-04,False,False,True,True,False,False,False
198,4.74,0.22,90.52,99.08,95.07,0.27,6.1,2.7,23.8,139.3,73.2,118.0,45.0,1108.0,2.8,3939.0,3.5,2024-09-22,False,False,True,False,False,False,True
199,4.82,0.23,87.48,96.95,92.19,0.31,6.3,2.7,28.1,136.7,75.2,81.0,42.0,1110.0,2.9,3432.0,2.5,2024-09-14,True,False,True,True,False,True,False
200,4.76,0.2,96.43,92.43,95.57,0.25,6.7,2.3,29.0,143.3,66.5,124.0,60.0,1148.0,3.3,3249.0,3.4,2024-09-02,True,False,False,False,True,True,False
201,4.57,0.21,97.99,93.27,97.48,0.33,6.9,3.0,22.4,92.4,68.2,78.0,40.0,1008.0,3.3,3566.0,3.0,2024-08-03,True,False,True,True,False,False,True
202,5.15,0.22,85.19,97.64,96.24,0.33,6.0,2.8,26.2,123.8,72.5,122.0,52.0,1074.0,3.5,3757.0,3.2,2024-08-17,True,False,False,False,True,False,True
203,5.21,0.24,87.98,95.97,99.28,0.34,6.3,2.5,22.1,149.7,79.6,109.0,56.0,1115.0,3.1,3053.0,3.2,2024-09-23,False,True,False,True,False,False,True
204,5.17,0.27,89.85,99.42,91.67,0.3,6.7,2.7,26.5,106.5,63.1,108.0,52.0,954.0,3.2,3455.0,3.5,2024-08-03,False,False,False,False,True,False,True
205,5.34,0.22,85.25,97.79,96.1,0.32,6.8,2.8,29.6,122.2,69.8,94.0,43.0,1072.0,2.8,3921.0,3.4,2024-08-29,False,False,True,False,False,False,True
206,5.09,0.24,85.68,90.32,94.23,0.26,6.6,2.9,28.8,129.5,64.2,122.0,58.0,959.0,3.2,3287.0,3.7,2024-09-10,True,True,False,False,False,True,False
207,5.5,0.2,96.67,96.23,99.73,0.3,6.8,2.1,23.4,94.0,79.5,119.0,57.0,1181.0,2.6,3386.0,2.6,2024-08-27,True,True,False,False,True,True,False
208,4.71,0.22,91.1,92.69,91.01,0.27,6.1,3.0,27.6,148.1,68.8,87.0,56.0,998.0,2.8,3233.0,2.7,2024-09-24,True,False,True,False,False,False,False
209,4.76,0.24,93.76,90.63,92.11,0.33,6.1,2.3,28.6,99.3,61.7,99.0,46.0,1069.0,3.3,3137.0,3.4,2024-09-01,False,False,True,False,True,False,True
210,5.01,0.21,93.11,92.74,94.88,0.26,6.5,2.3,28.2,93.4,68.4,98.0,55.0,1072.0,3.2,3777.0,3.8,2024-08-03,True,False,False,False,True,False,True
211,4.81,0.25,95.92,99.89,98.9,0.29,6.2,2.5,27.4,119.6,69.7,120.0,47.0,1158.0,2.9,3328.0,3.2,2024-08-21,True,True,False,False,True,True,False
212,5.26,0.21,87.55,99.51,91.75,0.31,6.6,2.5,26.4,103.8,71.1,92.0,53.0,942.0,3.1,3185.0,2.9,2024-09-12,False,False,True,False,False,False,False
213,4.72,0.22,95.73,92.86,99.27,0.35,6.6,2.1,23.7,137.9,67.3,75.0,51.0,1154.0,3.3,3175.0,3.5,2024-09-03,True,False,True,True,False,False,False
214,4.72,0.22,96.36,92.5,92.63,0.25,6.9,2.8,26.3,135.0,63.0,97.0,47.0,928.0,3.0,3921.0,2.6,2024-08-29,True,False,False,False,True,False,True
215,4.79,0.22,88.1,99.08,94.68,0.3,6.8,2.2,24.9,115.8,71.9,130.0,55.0,1019.0,3.3,3171.0,2.5,2024-08-09,False,True,False,False,True,False,True
216,4.7,0.23,91.64,96.15,99.11,0.3,6.5,2.1,20.3,123.1,68.8,120.0,43.0,907.0,2.9,3237.0,2.6,2024-08-08,True,False,True,False,False,True,False
217,5.22,0.21,92.91,92.81,91.73,0.29,6.8,2.4,27.5,97.5,75.5,84.0,54.0,1070.0,3.4,3387.0,2.6,2024-09-15,False,False,False,False,False,False,False
218,4.52,0.28,91.82,97.75,92.34,0.28,6.0,3.0,26.7,146.0,65.3,107.0,54.0,995.0,3.3,3947.0,3.8,2024-09-05,False,False,True,False,False,False,False
219,5.24,0.23,88.66,99.63,90.1,0.32,6.7,2.6,29.9,108.7,66.8,75.0,49.0,978.0,2.8,3835.0,3.9,2024-08-30,True,True,False,True,False,False,False
220,4.69,0.24,97.07,90.62,90.92,0.27,6.6,2.2,29.7,116.8,70.0,85.0,49.0,1099.0,3.3,3754.0,3.4,2024-09-29,False,False,False,True,False,True,False
221,5.4,0.28,94.84,90.56,90.07,0.27,6.7,2.4,24.0,143.1,77.9,125.0,46.0,1107.0,2.8,3191.0,2.8,2024-08-27,True,False,False,False,False,True,False
222,4.84,0.24,95.8,91.2,97.35,0.3,6.3,2.5,23.0,125.8,68.7,80.0,42.0,1064.0,3.4,3344.0,3.6,2024-09-05,True,False,True,True,False,True,False
223,5.16,0.29,95.67,95.67,96.57,0.34,6.4,2.3,20.1,139.6,76.0,76.0,52.0,1039.0,2.6,3981.0,2.8,2024-09-02,False,False,True,True,False,False,True
224,4.57,0.26,94.61,90.32,96.59,0.3,6.1,2.2,25.7,107.8,78.8,119.0,60.0,978.0,3.5,3431.0,3.0,2024-08-22,False,True,False,False,True,True,False
225,4.55,0.21,94.0,94.58,92.27,0.31,6.3,2.6,23.6,139.4,76.4,99.0,47.0,1009.0,3.3,3328.0,2.8,2024-08-20,True,True,False,False,True,False,True
226,4.58,0.25,91.27,98.41,92.21,0.29,6.8,2.8,23.8,117.5,66.1,126.0,42.0,1180.0,3.2,3532.0,2.5,2024-08-31,True,True,False,False,True,False,True
227,4.98,0.24,87.1,96.56,99.71,0.31,6.7,2.1,24.2,97.0,72.3,126.0,53.0,923.0,2.9,3551.0,3.1,2024-08-25,True,False,True,False,False,False,True
228,5.33,0.28,92.95,93.73,92.55,0.26,6.4,2.4,26.8,129.5,61.4,94.0,44.0,947.0,3.3,3042.0,3.1,2024-08-16,True,False,True,True,False,False,True
229,4.67,0.29,92.24,92.31,95.02,0.32,7.0,2.2,28.9,146.1,78.3,108.0,53.0,1021.0,3.3,3531.0,3.5,2024-08-21,True,True,False,False,True,False,False
230,4.93,0.27,95.72,91.46,98.33,0.3,6.8,2.4,23.8,144.9,65.0,121.0,50.0,1054.0,2.8,3573.0,3.0,2024-09-12,True,False,False,False,True,True,False
231,4.54,0.23,85.08,99.78,99.66,0.29,6.7,2.3,26.7,138.3,78.9,94.0,56.0,980.0,3.5,3026.0,3.4,2024-09-02,False,False,True,True,False,False,False
232,5.16,0.27,86.57,99.39,91.81,0.31,6.2,2.3,25.5,115.0,63.2,80.0,48.0,1127.0,3.4,3084.0,3.1,2024-09-03,True,True,False,False,True,False,False
233,4.6,0.2,93.6,96.02,91.63,0.27,6.0,2.8,29.7,98.1,64.6,122.0,59.0,1026.0,2.6,3039.0,3.4,2024-08-27,True,True,False,False,False,False,False
234,4.89,0.2,92.58,90.11,97.87,0.28,6.0,2.6,24.0,148.4,70.9,87.0,54.0,981.0,3.4,3375.0,3.3,2024-08-22,False,True,False,False,True,True,False
235,4.55,0.24,95.82,98.06,92.24,0.27,6.8,2.9,21.0,117.0,66.7,122.0,42.0,963.0,3.3,3051.0,3.2,2024-09-24,True,False,False,True,False,True,False
236,4.94,0.23,90.13,95.3,91.61,0.31,6.8,2.8,21.5,99.0,65.4,92.0,48.0,1104.0,2.6,3035.0,3.1,2024-09-26,True,False,True,False,False,False,True
237,5.2,0.22,93.34,92.6,98.86,0.34,6.3,2.2,24.1,104.4,73.4,120.0,53.0,1147.0,2.9,3156.0,3.6,2024-08-05,True,False,False,True,False,False,True
238,4.86,0.27,88.52,90.81,99.93,0.27,7.0,3.0,27.9,129.6,71.6,122.0,46.0,1040.0,3.1,3411.0,3.1,2024-08-15,False,False,False,False,False,True,False
239,4.83,0.26,96.06,92.02,99.34,0.32,6.8,2.6,27.8,91.0,76.4,72.0,58.0,1198.0,2.8,3210.0,3.6,2024-09-15,False,False,True,True,False,False,True
240,4.75,0.29,86.34,91.26,99.79,0.32,6.8,2.3,26.8,125.7,72.1,111.0,52.0,1029.0,2.8,3769.0,2.8,2024-08-20,False,False,True,True,False,False,True
241,5.19,0.22,93.13,97.47,92.19,0.26,6.1,2.6,28.5,92.7,74.7,90.0,50.0,1179.0,2.8,3465.0,2.5,2024-08-19,False,True,False,False,True,False,False
242,4.58,0.23,85.36,96.31,94.26,0.3,6.2,2.3,26.6,147.9,61.0,123.0,52.0,1069.0,3.0,3069.0,2.6,2024-08-16,True,False,True,False,True,False,False
243,5.1,0.23,96.92,94.07,91.43,0.32,6.3,2.5,27.0,144.0,75.8,111.0,54.0,1184.0,2.8,3001.0,2.9,2024-08-11,True,False,False,False,False,False,False
244,4.72,0.27,93.24,95.93,90.16,0.32,6.3,2.7,25.6,110.6,62.7,76.0,57.0,1176.0,3.1,3103.0,3.1,2024-09-09,False,True,False,False,False,True,False
245,5.23,0.28,86.54,90.0,97.12,0.29,6.3,2.0,25.4,141.1,79.2,104.0,50.0,926.0,3.0,3380.0,3.4,2024-08-15,False,False,True,False,False,False,False
246,4.89,0.22,86.23,93.15,90.97,0.27,7.0,2.4,25.3,142.4,79.9,105.0,56.0,998.0,2.8,3403.0,3.5,2024-08-17,True,False,False,False,True,True,False
247,5.18,0.23,86.73,96.32,91.28,0.31,6.7,2.7,27.5,142.4,70.0,114.0,52.0,956.0,2.5,3285.0,3.2,2024-09-04,False,False,True,False,True,False,True
248,5.12,0.28,87.55,91.26,99.63,0.26,6.5,2.6,25.4,95.2,61.1,76.0,52.0,1063.0,2.7,3638.0,3.7,2024-09-07,False,True,False,False,True,True,False
249,4.54,0.25,93.96,92.52,93.08,0.31,6.9,2.8,25.8,133.8,67.3,108.0,49.0,957.0,3.2,3556.0,3.0,2024-08-17,True,False,False,False,True,False,True
250,5.41,0.2,89.11,90.57,97.67,0.32,6.3,2.7,24.0,135.4,69.1,95.0,59.0,975.0,2.6,3585.0,4.0,2024-09-24,True,False,True,True,False,True,False
251,4.88,0.21,89.41,95.06,91.62,0.32,7.0,2.5,23.5,114.0,62.3,123.0,48.0,1016.0,3.2,3442.0,3.5,2024-09-06,True,True,False,True,False,True,False
252,4.56,0.28,97.23,96.49,99.55,0.27,6.5,2.6,25.8,114.1,66.8,78.0,48.0,949.0,3.2,3209.0,2.6,2024-08-19,True,False,False,False,True,False,True
253,5.05,0.26,96.33,95.77,93.45,0.33,6.5,2.1,25.7,144.5,67.9,88.0,43.0,945.0,2.9,3596.0,2.6,2024-08-01,False,False,False,False,True,True,False
254,5.44,0.28,92.63,98.28,90.8,0.3,6.6,2.8,27.8,106.6,78.8,77.0,58.0,1191.0,2.7,3722.0,2.6,2024-09-23,False,False,False,False,False,True,False
255,4.91,0.25,92.55,99.36,96.72,0.3,6.8,3.0,20.2,149.0,61.7,119.0,46.0,940.0,2.9,3644.0,3.1,2024-08-15,True,True,False,False,False,True,False
256,4.55,0.26,96.73,93.83,92.16,0.29,6.0,2.8,28.3,125.3,67.1,118.0,51.0,1148.0,3.1,3784.0,3.4,2024-09-18,False,False,False,False,True,False,True
257,4.91,0.3,92.03,96.05,92.2,0.31,6.6,2.2,20.6,126.3,75.3,101.0,45.0,1100.0,2.6,3442.0,2.7,2024-09-11,False,False,False,True,False,False,True
258,4.68,0.22,90.03,90.51,93.98,0.3,6.5,2.4,28.4,98.7,70.1,74.0,41.0,1072.0,3.1,3878.0,3.3,2024-09-07,False,False,True,False,True,False,False
259,5.46,0.2,86.27,90.44,91.85,0.3,6.6,2.0,29.5,140.5,65.9,75.0,43.0,938.0,2.6,3519.0,2.9,2024-09-28,True,False,False,True,False,False,False
260,4.86,0.3,93.9,99.49,91.43,0.29,6.6,2.1,20.0,130.2,72.8,95.0,50.0,1025.0,2.5,3335.0,2.8,2024-08-12,True,False,True,False,False,True,False
261,4.6,0.3,92.79,97.29,93.15,0.29,6.2,2.1,21.8,137.9,73.6,103.0,50.0,1177.0,2.6,3281.0,3.0,2024-09-03,False,True,False,False,False,True,False
262,5.28,0.3,88.13,98.74,98.31,0.27,6.4,2.4,29.8,100.9,76.0,90.0,55.0,1026.0,3.1,3833.0,3.7,2024-09-21,True,True,False,False,True,True,False
263,5.37,0.21,94.0,91.4,94.16,0.3,6.4,2.5,30.0,98.1,73.5,94.0,43.0,948.0,3.4,3880.0,3.9,2024-08-30,True,False,False,False,True,False,False
264,5.49,0.22,89.62,96.69,94.84,0.29,6.4,2.6,25.8,99.7,69.4,103.0,51.0,963.0,3.2,3025.0,3.0,2024-09-16,False,True,False,True,False,False,True
265,5.28,0.26,88.4,96.95,95.67,0.33,6.7,2.6,24.9,98.0,65.2,95.0,52.0,1054.0,2.8,3006.0,3.2,2024-09-20,True,False,False,False,True,False,False
266,4.79,0.27,85.31,95.85,99.41,0.27,6.5,2.1,26.3,123.0,68.1,101.0,58.0,959.0,2.5,3862.0,3.4,2024-08-08,True,True,False,False,True,False,True
267,5.39,0.26,95.53,94.3,97.5,0.34,6.6,2.2,22.7,101.9,64.9,88.0,51.0,1076.0,2.9,3615.0,2.6,2024-09-13,True,False,True,False,False,False,True
268,4.59,0.22,91.74,92.14,92.83,0.29,6.8,2.0,26.5,130.1,76.0,126.0,40.0,946.0,3.4,3459.0,3.3,2024-09-30,True,False,False,False,True,False,True
269,5.16,0.27,97.11,99.97,97.2,0.28,6.9,2.0,22.3,143.8,65.1,83.0,43.0,1158.0,3.0,3675.0,2.9,2024-08-31,True,True,False,False,False,False,False
270,5.26,0.28,89.06,94.11,92.1,0.35,6.6,2.9,23.0,136.9,75.3,111.0,59.0,1018.0,2.6,3672.0,3.6,2024-09-28,False,False,False,False,False,True,False
271,5.08,0.22,91.56,93.12,94.27,0.31,6.7,2.2,24.1,106.1,64.0,117.0,58.0,1011.0,3.3,3897.0,3.8,2024-09-22,False,False,False,True,False,False,True
272,4.68,0.3,89.9,93.39,90.62,0.3,6.1,2.2,23.2,138.5,77.5,88.0,57.0,1157.0,3.3,3147.0,3.5,2024-08-27,True,False,False,False,True,False,True
273,5.45,0.27,89.31,95.01,96.46,0.3,6.1,2.3,28.0,141.7,62.7,127.0,47.0,1099.0,3.3,3812.0,3.9,2024-08-20,False,True,False,True,False,False,False
274,4.81,0.29,86.71,97.05,97.42,0.32,6.3,2.9,21.7,93.2,74.3,99.0,57.0,1015.0,2.7,3836.0,3.3,2024-09-26,True,True,False,True,False,False,False
275,4.69,0.27,91.64,96.04,94.61,0.33,6.8,2.7,21.1,140.3,73.4,112.0,47.0,1164.0,3.2,3113.0,3.1,2024-09-12,False,False,True,False,True,True,False
276,5.39,0.2,97.5,96.79,96.31,0.28,6.2,2.9,23.0,136.5,67.9,78.0,40.0,1063.0,3.5,3369.0,3.0,2024-08-10,True,False,False,False,False,False,True
277,4.84,0.25,90.73,98.8,95.06,0.3,6.1,3.0,22.5,94.4,73.3,106.0,48.0,1027.0,3.3,3196.0,3.7,2024-09-09,True,False,False,True,False,True,False
278,5.15,0.24,90.95,92.57,97.52,0.3,6.3,2.6,30.0,116.1,78.4,91.0,41.0,961.0,2.9,3220.0,2.5,2024-08-24,True,False,True,True,False,False,True
279,5.42,0.28,94.65,91.68,91.2,0.26,6.7,2.9,24.3,97.1,70.2,91.0,47.0,1086.0,3.2,3111.0,2.6,2024-09-24,False,False,True,False,True,False,False
280,5.49,0.22,85.7,91.9,90.39,0.29,6.8,2.3,24.4,130.5,70.2,122.0,57.0,903.0,3.3,3461.0,4.0,2024-09-04,True,True,False,False,False,True,False
281,4.98,0.3,94.81,92.49,95.38,0.35,6.9,2.1,27.1,110.7,60.1,94.0,45.0,1146.0,2.8,3828.0,2.5,2024-08-13,True,True,False,False,True,True,False
282,4.81,0.22,88.04,90.68,91.87,0.31,6.3,2.4,23.8,142.6,78.1,100.0,47.0,932.0,3.5,3060.0,2.9,2024-08-14,False,False,True,True,False,False,True
283,4.8,0.23,87.14,97.83,91.22,0.31,6.1,2.1,29.1,101.4,76.4,103.0,42.0,1187.0,2.7,3860.0,2.8,2024-08-09,False,True,False,False,True,False,False
284,5.35,0.2,91.65,97.69,99.35,0.34,6.8,2.9,22.0,107.1,65.8,93.0,48.0,1063.0,2.7,3691.0,2.8,2024-09-07,False,True,False,False,False,False,False
285,4.81,0.25,95.35,97.39,96.46,0.27,6.5,2.1,23.8,114.8,60.8,86.0,59.0,1186.0,2.9,3043.0,2.8,2024-09-20,False,True,False,False,True,False,False
286,4.89,0.29,86.84,97.64,91.09,0.35,6.4,2.8,23.4,127.7,63.8,79.0,59.0,1175.0,3.4,3625.0,3.7,2024-09-04,False,False,True,True,False,False,False
287,4.57,0.23,89.08,96.36,93.56,0.26,6.6,2.8,23.8,97.9,63.9,84.0,46.0,1093.0,3.1,3696.0,3.0,2024-09-25,True,True,False,True,False,False,True
288,5.32,0.22,91.1,98.01,91.8,0.26,6.9,2.3,26.8,91.5,73.8,89.0,41.0,1083.0,2.7,3387.0,2.6,2024-09-20,False,True,False,True,False,True,False
289,4.65,0.23,86.17,99.11,90.06,0.3,6.1,2.3,29.3,99.7,79.3,82.0,55.0,1064.0,3.4,3554.0,3.3,2024-08-12,False,False,False,False,True,False,False
290,4.7,0.22,96.91,93.28,93.72,0.33,6.3,3.0,27.4,125.8,77.6,73.0,45.0,1040.0,2.7,3744.0,3.9,2024-08-27,True,True,False,True,False,False,True
291,4.92,0.23,97.5,94.45,94.89,0.29,6.9,2.6,27.6,138.7,66.8,96.0,57.0,1009.0,3.3,3941.0,3.4,2024-08-29,False,False,False,True,False,True,False
292,5.24,0.28,95.99,93.95,90.51,0.29,6.7,2.5,27.5,111.4,72.7,81.0,55.0,1064.0,2.7,3292.0,3.6,2024-08-29,True,False,False,False,False,False,False
293,4.98,0.22,97.57,97.15,99.57,0.29,6.5,2.9,25.3,132.4,65.0,97.0,42.0,962.0,2.5,3039.0,4.0,2024-09-20,False,False,False,True,False,False,True
